id,region,subregion,country,location,lat,lon,year,depth,severity_code,bleaching_severity,coral_family,coral_species,percentage_affected,mortality_code,mortality,water_temperature,source,country_code
29298,Asia,Southeast Asia,Malaysia,"Miri, sarawak",4.292,113.82,2010,11 m,-1,Unknown,,soft coral,,Unknown,,31,Reef Check submitted by Peter heyes. Reef ID113.49.33E.4.17.33N,MYS
29299,Asia,Southeast Asia,Malaysia,"Miri, sarawak",4.34,113.89,2010,6 meter,-1,Unknown,,hard coral bommies,,Unknown,,32,"Reef Check submitted by Peter Heyes, Reef ID : 113.53.51E.4.20.36N",MYS
29300,Asia,Southeast Asia,Malaysia,Miri Sarawak,4.27,113.81,2010,10 m,-1,Unknown,,,,Unknown,,31,"Reef Check, Submitted by Peter Heyes, Reef ID : 113.49.0E.4.16.35N",MYS
29301,Asia,Southeast Asia,Malaysia,"Miri, sarawak",4.287,113.81,2010,11 m,-1,Unknown,,,,Unknown,,31,"Reef Check, submitted by Peter Heyes. Reef ID 113.49.11E.4.17.14N",MYS
29303,Asia,Southeast Asia,Malaysia,Miri sarawak,4.34,113.89,2010,6 meter,-1,Unknown,,,,Unknown,,32,"Reef Check, submitted by Peter Heyes, Reef ID: 113.53.51E.4.20.36N",MYS
29304,Asia,Southeast Asia,Malaysia,Miri Sarawak,4.27,113.81,2010,9 meter,-1,Unknown,,,,Unknown,,32,"Reef Check, submitted by Peter Heyes. Reef ID: 113.48.53E.4.16.23N",MYS
29305,Asia,Southeast Asia,Malaysia,"Miri, sarawak",4.28,113.81,2010,11 meter,-1,Unknown,,,,Unknown,,32,"ReefCheck, submitted by Peter Heyes. Reef ID: 113.49.11E.4.17.14N",MYS
29311,Asia,Southeast Asia,Philippines,Southern Leyte,10.06,125.134,2010,12,-1,Unknown,,,,Unknown,,27,Reef Check submitted by Jan Willem van Bochove. Reef ID: 125.08.04E.10.04.01N ,PHL
29312,Asia,Southeast Asia,Philippines,Southern Leyte,10.157,125.137,2010,9.5 m,-1,Unknown,,,,Unknown,,30,"Reef Check , submitted by Jan Willem van Bochove. Reef ID:125.8.16E.10.9.26N",PHL
29317,Asia,Southeast Asia,Philippines,Southern Leyte,10.06,125.135,2010,12 m,-1,Unknown,,,,Unknown,,27,"Reef Check , submitted by Jan Willem van Bochove. Reef ID:125.8.6.7E.10.4.0.9N	",PHL
29318,Asia,Southeast Asia,Philippines,,10.066,125.134,2010,12 m,-1,Unknown,,,,Unknown,,27,"Reef Check , submitted by Jan Willem van Bochove. Reef ID:125.08.04E.10.04.01N",PHL
29321,Asia,Southeast Asia,Philippines,,10.06,125.13,2010,12 m,-1,Unknown,,,,Unknown,,,"Reef Check , submitted by Jan Willem van Bochove. Reef ID:125.08.04E.10.04.01N",PHL
29323,Asia,Southeast Asia,Philippines,,10.06,125.135,2010,12 m,-1,Unknown,,,,Unknown,,30,"Reef Check , submitted by Jan Willem van Bochove. Reef ID:125.8.7E.10.3.53N",PHL
29324,Pacific,Southwest Pacific,Solomon Islands,Temotu,10.27,166.28,2010,10 m,-1,Unknown,,,,Unknown,,31,"Reef Check , submitted by Jan Willem van Bochove. Reef ID: 166.16.54.7E.10.16.20S",SLB
29325,Americas,Northern Caribbean,Bahamas,"Alice Town, Bimimi",25.662,-79.307,2011,5 m,0,No Bleaching,,,,Unknown,,29,ReefCheck submitted by Thomas Mc Feeley,BHS
29326,Americas,Northern Caribbean,Bahamas,"Alice Town, Bimmi",25.662,-79.307,2011,5 m,0,No Bleaching,,,,Unknown,,29,ReefCheck submitted by Thomas McFeely,BHS
29329,Americas,Mesoamerica,Belize,"San Pedro, Ambergris caye",17.833,-87.99,2011,3 m,0,No Bleaching,,,,Unknown,,31,Reef Check submitted by John Savage,BLZ
29330,Americas,Mesoamerica,Belize,"san Pedro, Ambergris Caye",17.937,-87.935,2011,10 m,0,No Bleaching,,,,Unknown,,30,Reef Check Submitted by John Savage,BLZ
29331,Americas,Northern Caribbean,Dominican Republic,Puerto Plata,19.78,-70.645,2011,6 m,0,No Bleaching,,,,Unknown,,29,Reef Check submitted by Ruben Torres,DOM
29335,Americas,Northern Caribbean,Dominican Republic,La caleta,18.434,-69.685,2011,6 m,0,No Bleaching,,,,Unknown,,29,Reef Check submitted by Ruben Torress,DOM
29337,Americas,Northern Caribbean,Dominican Republic,"Bayahibe, La Romana",18.343,-68.846,2011,16 m,0,No Bleaching,,,,Unknown,,31,Reef Check submitted by Ruben Torres,DOM
29338,Americas,Northern Caribbean,Dominican Republic,"Cabeza de Toro, Bavaro",18.658,-68.341,2011,10.5 m,0,No Bleaching,,,,Unknown,,27,Reef Check submitted by Ruben Torres,DOM
29339,Americas,Northern Caribbean,Dominican Republic,Bavaro,18.658,-68.345,2011,12 m,0,No Bleaching,,,,Unknown,,27,Reef Check submitted by Ruben Torres,DOM
29341,Americas,Northern Caribbean,Dominican Republic,"Punta Cana, Bavaro",18.683,-68.393,2011,13 m,0,No Bleaching,,,,Unknown,,27,Reef Check submitted by Ruben Torres,DOM
29342,Americas,Northern Caribbean,Dominican Republic,"Bayahibe, Pedernalis",18.328,-68.818,2011,11.3,0,No Bleaching,,,,Unknown,,31,"Reef Check, submitted by Jenn Macy",DOM
29343,Americas,Northern Caribbean,Dominican Republic,"Juancho, pedernales",17.801,-71.304,2011,123 m,0,No Bleaching,,,,Unknown,,29,Reef Check submitted by Angel Luis Franco,DOM
29344,Americas,Northern Caribbean,Dominican Republic,La Caleta,18.438,-69.686,2011,11.7 m,0,No Bleaching,,,,Unknown,,31.2,Reef Check submitted by Ruben Torres,DOM
29345,Americas,Northern Caribbean,Dominican Republic,La Caleta,18.438,-69.686,2011,9 m,0,No Bleaching,,,,Unknown,,31,Reef Check submitted by ,DOM
29346,Americas,Northern Caribbean,Dominican Republic,Bayahibe,18.438,-69.68,2011,9 m,0,No Bleaching,,,,Unknown,,31,Reef Check submitted by jennifer Macy,DOM
29351,Asia,Southeast Asia,Indonesia,"Nabire, Papua",-3.09,135.56,2010,5 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Miriam Reininger,IDN
29352,Asia,Southeast Asia,Indonesia,"Nabire, Papua",-3.09,135.563,2010,12 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Miriam Reininger,IDN
29353,Asia,Southeast Asia,Indonesia,"Nabire, Papua",-2.94,135.66,2010,5 m,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by Miriam Reininger,IDN
29354,Asia,Southeast Asia,Indonesia,"Nabire, Papua",-2.941,135.66,2010,12 m,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by Miriam Reininger,IDN
29355,Asia,Southeast Asia,Indonesia,"Nabire, Papua",-3.1,135.62,2010,5 M,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Miriam Reininger,IDN
29356,Asia,Southeast Asia,Indonesia,"Nabire, Papua",-3.1,135.62,2010,12 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Miriam Reininger,IDN
29357,Asia,Southeast Asia,Sulawesi,"Bisabora, Bangka island",1.739,125.144,2011,6,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by Carlo Cerrano,IDN_SULA
29358,Asia,Southeast Asia,Sulawesi,Bisabora,1.739,125.44,2011,12 m,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by Carlo Cerrano,IDN_SULA
29359,Asia,Southeast Asia,Sulawesi,Gangga,1.774,125.04,2011,6 meter,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by Carlo Cerrano,IDN_SULA
29360,Asia,Southeast Asia,Sulawesi,gangga,1.774,125.048,2011,12 m,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by carlo Gerrano,IDN_SULA
29361,Asia,Southeast Asia,Sulawesi,"Gangga, north Sulawesi",1.769,125.046,2011,6 metre,0,No Bleaching,,,,Unknown,,30,Reef Check submitted bt carlo Cerrano,IDN_SULA
29362,Asia,Southeast Asia,Sulawesi,"kahuku, bangka islands",1.791,125.12,2011,12,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by Carlo Cerrano,IDN_SULA
29363,Asia,Southeast Asia,Sulawesi,"Lihunu, Bangka Islands",1.735,125.151,2011,6 meter,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by Carlo Cerrano,IDN_SULA
29364,Asia,Southeast Asia,Sulawesi,"Lihubu, bangka Islands",1.737,125.151,2011,12 m,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by Carlo Cerrano,IDN_SULA
29365,Asia,Southeast Asia,Malaysia,"Miri, Sarawak",4.287,113.819,2010,11 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Peter Heyes,MYS
29366,Asia,Southeast Asia,Malaysia,Miri,4.34,113.897,2010,6 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Peter Heyes,MYS
29367,Asia,Southeast Asia,Malaysia,Miri,4.27,113.814,2010,9 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Peter Heyes,MYS
29368,Asia,Southeast Asia,Malaysia,Miri,4.293,113.826,2010,12 meter,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Peter Heyes,MYS
29369,Asia,Southeast Asia,Malaysia,Miri ,4.293,113.826,2010,12 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Peter Heyes,MYS
29370,Asia,Southeast Asia,Malaysia,Marang,5.23,103.26,2010,8.5 m,0,No Bleaching,,,,Unknown,,32.22,Reef Check submitted by Julian Hyde,MYS
29371,Asia,Southeast Asia,Malaysia,Marang,5.23,103.26,2010,8.5 m,0,No Bleaching,,,,Unknown,,32.22,Reef Check submitted by Julian Hyde,MYS
29372,Asia,Southeast Asia,Malaysia,Marang,5.226,103.269,2010,8 m,0,No Bleaching,,,,Unknown,,32.22,Reef Check submitted by Julian Hyde,MYS
29373,Asia,Southeast Asia,Malaysia,Tioman,2.9,104.113,2010,6.5 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Julian Hyde,MYS
29374,Asia,Southeast Asia,Malaysia,Tioman islands,2.8,104.135,2010,6 m,0,No Bleaching,,,,Unknown,,,Reef check submitted by Julain Hyde,MYS
29375,Asia,Southeast Asia,Malaysia,Tioman,2.89,104.123,2010,6.5 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Julian Hyde,MYS
29376,Asia,Southeast Asia,Malaysia,Tioman islands,2.79,104.123,2010,6 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Julian Hyde,MYS
29377,Asia,Southeast Asia,Malaysia,Marang,5.2,103.268,2010,5 m,0,No Bleaching,,,,Unknown,,32.22,Reef Check submitted by Julian Hyde,MYS
29378,Asia,Southeast Asia,Malaysia,Sandakan,6.48,117.911,2010,14.1 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Julian Hyde,MYS
29379,Asia,Southeast Asia,Malaysia,sandakan,6.5,117.92,2010,12.2 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Julian Hyde,MYS
29380,Asia,Southeast Asia,Malaysia,Sandakan,6.48,117.89,2010,13.1,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Julian Hyde,MYS
29381,Asia,Southeast Asia,Malaysia,sandakan,6.55,117.922,2010,10.7 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Julian Hyde,MYS
29382,Asia,Southeast Asia,Malaysia,lankayan,6.5,117.9,2010,5.5 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by julian Hyde,MYS
29383,Asia,Southeast Asia,Malaysia,Lankayan islands,6.5,117.9,2010,9 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Julian Hydes,MYS
29384,Asia,Southeast Asia,Malaysia,Lankayan,6.5,117.9,2010,5 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Julian Hyde,MYS
29385,Asia,Southeast Asia,Malaysia,lankayan,6.5,117.9,2010,10,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Julian Hyde,MYS
29386,Asia,Southeast Asia,Malaysia,Sandakan,6.52,117.929,2010,14 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Julian Hyde,MYS
29387,Asia,Southeast Asia,Malaysia,sandakan,6.513,117.905,2010,14.5 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Julian Hyde,MYS
29388,Asia,Southeast Asia,Malaysia,Miri,4.273,114.814,2010,8 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Peter Heyes,MYS
29389,Asia,Southeast Asia,Malaysia,Miri,4.275,114.817,2010,10 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Peter Heyes,MYS
29390,Asia,Southeast Asia,Malaysia,Semporna,4.577,118.947,2010,10 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Julian Hyde,MYS
29391,Asia,Southeast Asia,Malaysia,"Semporna, sabah",4.308,118.866,2010,5 m,0,No Bleaching,,,,Unknown,,32.22,Reef check submitetd by Julian Hyde,MYS
29392,Asia,Southeast Asia,Malaysia,Semporna,4.229,118.68,2010,10 m,0,No Bleaching,,,,Unknown,,32.22,Reef Check submitted by Julian Hyde,MYS
29393,Asia,Southeast Asia,Malaysia,Semporna,4.225,118.685,2010,5 m,0,No Bleaching,,,,Unknown,,32.22,Reef Check submitted by Julian Hyde,MYS
29394,Asia,Southeast Asia,Malaysia,Semporna,4.226,118.684,2010,4 m,0,No Bleaching,,,,Unknown,,32.22,Reef check submitted by Julian Hyde,MYS
29395,Asia,Southeast Asia,Malaysia,Semporna,4.312,118.876,2010,5 m,0,No Bleaching,,,,Unknown,,32.22,Reef Check submitted by Julian Hyde,MYS
29396,Asia,Southeast Asia,Malaysia,Semporna,4.21,118.678,2010,5 m,0,No Bleaching,,,,Unknown,,32.22,Reef Check submitted by Julian hyde,MYS
29397,Asia,Southeast Asia,Malaysia,Semporna,4.477,118.945,2010,7 m,0,No Bleaching,,,,Unknown,,32,Reef Check submitted by Julian Hyde,MYS
29398,Asia,Southeast Asia,Malaysia,Semporna,4.57,118.956,2010,5 m,0,No Bleaching,,,,Unknown,,31,Reef check submitted by Julian  Hyde,MYS
29399,Asia,Southeast Asia,Malaysia,Semporna,4.582,118.9145,2010,10 m,0,No Bleaching,,,,Unknown,,32.22,Reef Check submitted by Julian Hyde,MYS
29400,Asia,Southeast Asia,Malaysia,Semporna,4.587,118.945,2010,5 m,0,No Bleaching,,,,Unknown,,32,Reefcheck submitted by Julian Hyde,MYS
29401,Asia,Southeast Asia,Malaysia,Semporna,4.557,118.924,2010,5 m,0,No Bleaching,,,,Unknown,,31,Reef Check submitted by Julian Hyde,MYS
29402,Asia,Southeast Asia,Malaysia,Perhentian Islands,5.952,102.708,2010,5 m,0,No Bleaching,,,,Unknown,,,Reefcheck submitted by Julian Hyde,MYS
29403,Asia,Southeast Asia,Malaysia,perhentian Islands,5.952,102.708,2010,5 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Julian Hyde,MYS
29404,Asia,Southeast Asia,Malaysia,Perhentian islands,5.923,102.758,2010,5 m,0,No Bleaching,,,,Unknown,,,Reef check submitted by Julian hyde,MYS
29405,Asia,Southeast Asia,Malaysia,Perhentian islands,5.916,102.753,2010,9 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Julian hyde,MYS
29406,Asia,Southeast Asia,Malaysia,Tioman islands,2.824,104.157,2010,6 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Julian hyde,MYS
29407,Asia,Southeast Asia,Malaysia,Tioman ,2.816,104.15,2010,9.2 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Julian Hyde,MYS
29409,Asia,Southeast Asia,Malaysia,Tioman Islands,2.876,104.148,2010,4 m,0,No Bleaching,,,,Unknown,,,Reef check submitted by Julian Hyde,MYS
29411,Asia,Southeast Asia,Malaysia,Aur islands,2.495,104.487,2010,5 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Julian hyde,MYS
29412,Asia,Southeast Asia,Malaysia,Aur islands,2.459,104.487,2010,10 m,0,No Bleaching,,,,Unknown,,,Reef check submitted by Julian hyde,MYS
29413,Asia,Southeast Asia,Philippines,"mabini, batangas",13.69,120.889,2010,5 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Al Licuana,PHL
29414,Asia,Southeast Asia,Philippines,"Mabini, Batangas",13.728,120.883,2010,5 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Al Licuanan,PHL
29415,Asia,Southeast Asia,Philippines,"San Francisco, Southern Leyte",10.064,125.134,2010,9 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Jan Willem van Bochove,PHL
29416,Asia,Southeast Asia,Philippines,"Mabini, Batangas",13.704,120.875,2010,5 m,0,No Bleaching,,,,Unknown,,,Reef check submiteed by Al Licuanan,PHL
29417,Asia,Southeast Asia,Philippines,"Mabini, Batangas",13.717,120.875,2010,,0,No Bleaching,,,,Unknown,,,Reef Check submitted Al Licuanan,PHL
29418,Asia,Southeast Asia,Philippines,"Liloan, Southern leyte",10.157,125.137,2010,6 m,0,No Bleaching,,,,Unknown,,31,Reef Check submitted by Jan Willem Van Bochove,PHL
29419,Asia,Southeast Asia,Philippines,"Liloan, Southern Leyte",10.157,125.137,2010,9 m,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by Jan Willem Van Bochove,PHL
29420,Asia,Southeast Asia,Philippines,"San fransisco, Southern leyte",10.06,125.133,2010,12,0,No Bleaching,,,,Unknown,,29,Reef Check submitted by  jan Willem van Bochove,PHL
29421,Asia,Southeast Asia,Philippines,"San Fransisco, Southern leyte",10.06,125.133,2010,12 m,0,No Bleaching,,,,Unknown,,28,Reef Check submitted by Jan Willem van Bochove,PHL
29422,Asia,Southeast Asia,Philippines,"San Fransisco, Southern leyte",10.06,125.134,2010,12 m,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by Jan Willem van bochove,PHL
29423,Asia,Southeast Asia,Philippines,"san fransisco, southern leyte",10.06,125.134,2010,12 m,0,No Bleaching,,,,Unknown,,28,Reef Check submitted by Jan Willem van Bochove,PHL
29424,Asia,Southeast Asia,Philippines,"San Fransisco, Southern leyte",10.0647,125.135,2010,6 m,0,No Bleaching,,,,Unknown,,29,Reef Check submitted by jan Willem van Bochove,PHL
29425,Asia,Southeast Asia,Philippines,"San Fransisco, Southern leyte",10.064,125.135,2010,6 m,0,No Bleaching,,,,Unknown,,30,Reef check submitted by 'Jan Willem van Bochove,PHL
29426,Asia,Southeast Asia,Philippines,"San Fransisco, Southern leyte",10.05,125.134,2010,6 m,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by 'Jan Willem van Bochove,PHL
29427,Asia,Southeast Asia,Philippines,"San fransisco, Southern leyte",10.064,125.135,2010,6 m,0,No Bleaching,,,,Unknown,,28,Reef Check submitted by Jan Willem van Bochove,PHL
29428,Asia,Southeast Asia,Philippines,"san Fransisco, Southern leyte",10.065,125.134,2010,9 m,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by  Jan Willem van Bochove,PHL
29429,Asia,Southeast Asia,Philippines,"San Fransisco, Southern leyte",10.064,125.0135,2010,12 M,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by Jan Willem van Bochove,PHL
29430,Pacific,Southwest Pacific,Solomon Islands,Tuo village,-10.276,166.278,2010,12 m,0,No Bleaching,,,,Unknown,,31,Reef Check submitted by Irene Llabres Pohl,SLB
29431,Pacific,Southwest Pacific,Solomon Islands,Tuo village,-10.284,166.27,2010,12 m,0,No Bleaching,,,,Unknown,,31,Reef Check submitted by Irene Llabres Pohl,SLB
29432,Pacific,Southwest Pacific,Solomon Islands,Tuo village,-10.255,166.259,2011,2 m,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by 'Noelle van der Straaten,SLB
29433,Pacific,Southwest Pacific,Solomon Islands,Tuo village,-10269,166.279,2011,2.5 m,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by Noelle van der Straaten,SLB
29434,Pacific,Southwest Pacific,Solomon Islands,"Tuo, Fenualoa Island",-10.269,166.277,2011,1.5,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Noelle van der Straaten,SLB
29435,NA,NA,St. Helena,Tuo village,-10.267,166.279,2011,1.5,0,No Bleaching,,,,Unknown,,30,Reef Check submitted by Noelle van der Straaten,SHN
29436,Americas,Northern Caribbean,Bahamas,"Alice Town, Bimini",25.663,-79.307,2011,5 m,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Thomas McFeely,BHS
29438,Asia,Southeast Asia,Malaysia,Pulau Tinngi,2.271,104.115,2012,1-5 meters,-1,Unknown,Mixed,,90,Unknown,,,Reported by offline ReefBase report form,MYS
54293,Australia,Australia and Papua New Guinea,Papua New Guinea,"Marangus (Karkar Island), Madang",-4.611388889,145.8919444,2009,3,-1,Unknown,,,,Unknown,,,Reef Check submitted by Chris Bone,PNG
54294,Australia,Australia and Papua New Guinea,Papua New Guinea,"Marangus (Karkar Island), Madang",-4.611388889,145.8919444,2009,9,-1,Unknown,,,,Unknown,,,Reef Check submitted by Chris Bone,PNG
54295,Australia,Australia and Papua New Guinea,Papua New Guinea,"Marangis Village/Karkar Island, Madang Province",-4.588055556,145.8944444,2008,7.5,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Irene Llabres Pohl,PNG
54296,Australia,Australia and Papua New Guinea,Papua New Guinea,"Marangis Village/Karkar Island, Madang Province",-4.590833333,145.8952778,2009,2.5,-1,Unknown,,,,Unknown,,,Reef Check submitted by Chris Bone,PNG
54297,Australia,Australia and Papua New Guinea,Papua New Guinea,"Marangis Village/Karkar Island, Madang Province",-4.590833333,145.8952778,2008,6,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Irene Llabres Pohl,PNG
54298,Australia,Australia and Papua New Guinea,Papua New Guinea,"Marangis Village/Karkar Island, Madang Province",-4.590833333,145.8952778,2009,7,-1,Unknown,,,,Unknown,,,Reef Check submitted by Chris Bone,PNG
54299,Australia,Australia and Papua New Guinea,Papua New Guinea,"Marangis Village/Karkar Island, Madang Province",-4.590833333,145.8952778,2009,7,-1,Unknown,,,,Unknown,,,Reef Check submitted by Chris Bone,PNG
54300,Australia,Australia and Papua New Guinea,Papua New Guinea,"Keng (Karkar Island), Madang",-4.575833333,145.9122222,2009,4.5,-1,Unknown,,,,Unknown,,,Reef Check submitted by Chris Bone,PNG
54301,Australia,Australia and Papua New Guinea,Papua New Guinea,"Keng (Karkar Island), Madang",-4.575833333,145.9122222,2009,8.5,-1,Unknown,,,,Unknown,,,Reef Check submitted by Chris Bone,PNG
54302,Australia,Australia and Papua New Guinea,Papua New Guinea,"Marangus (Karkar Island), Madang",-4.586388889,145.9016667,2009,3.5,-1,Unknown,,,,Unknown,,,Reef Check submitted by Chris Bone,PNG
54303,Australia,Australia and Papua New Guinea,Papua New Guinea,"Marangus (Karkar Island), Madang",-4.586388889,145.9016667,2009,11,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Chris Bone,PNG
54304,Australia,Australia and Papua New Guinea,Papua New Guinea,"Kaleu Island, New Ireland",-1.53,149.5788889,2009,10,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Chris Bone,PNG
54305,Australia,Australia and Papua New Guinea,Papua New Guinea,"Kaleu Island, New Ireland",-1.523611111,149.5816667,2009,3,-1,Unknown,,,,Unknown,,,Reef Check submitted by Chris Bone,PNG
54306,Australia,Australia and Papua New Guinea,Papua New Guinea,"Kaleu Island, New Ireland",-1.530555556,149.5836111,2009,2.5,0,No Bleaching,,,,Unknown,,,Reef Check submitted by Chris Bone,PNG
54307,Australia,Australia and Papua New Guinea,Papua New Guinea,"Ungat, New Hanover",-2.672583333,150.2466111,2004,3,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54308,Australia,Australia and Papua New Guinea,Papua New Guinea,"Ungat, New Hanover",-2.672583333,150.2466111,2004,15,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54309,Australia,Australia and Papua New Guinea,Papua New Guinea,"Ungat, New Hanover",-2.669666667,150.2541389,2004,3,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54310,Australia,Australia and Papua New Guinea,Papua New Guinea,"Ungat, New Hanover",-2.669666667,150.2541389,2004,15,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54311,Australia,Australia and Papua New Guinea,Papua New Guinea,"Ungat, New Hanover",-2.672916667,150.3043611,2004,3,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54312,Australia,Australia and Papua New Guinea,Papua New Guinea,"Ungat, New Hanover",-2.672916667,150.3043611,2004,15,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54313,Australia,Australia and Papua New Guinea,Papua New Guinea,"Ungat, New Hanover",-2.676611111,150.3054167,2004,3,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54314,Australia,Australia and Papua New Guinea,Papua New Guinea,"Ungat, New Hanover",-2.676611111,150.3054167,2004,15,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54315,Australia,Australia and Papua New Guinea,Papua New Guinea,"Ungat, New Hanover",-2.679861111,150.3108056,2004,3,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54316,Australia,Australia and Papua New Guinea,Papua New Guinea,"Ungat, New Hanover",-2.679861111,150.3108056,2004,15,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54317,Australia,Australia and Papua New Guinea,Papua New Guinea,"Nonovaul Island, New Ireland",-2.670833333,150.6288889,2008,3,-1,Unknown,,,,Unknown,,32,Reef Check submitted by Irene Llabres Pohl,PNG
54318,Australia,Australia and Papua New Guinea,Papua New Guinea,"Nonovaul Island, New Ireland",-2.670833333,150.6288889,2009,3,-1,Unknown,,,,Unknown,,,Reef Check submitted by Chris Bone,PNG
54319,Australia,Australia and Papua New Guinea,Papua New Guinea,"Nonovaul Island, New Ireland",-2.683888889,150.6413889,2009,3,-1,Unknown,,,,Unknown,,,Reef Check submitted by Chris Bone,PNG
54320,Australia,Australia and Papua New Guinea,Papua New Guinea,"Nonovaul Island, New Ireland",-2.683888889,150.6413889,2008,4,-1,Unknown,,,,Unknown,,30,Reef Check submitted by Irene Llabres Pohl,PNG
54321,Australia,Australia and Papua New Guinea,Papua New Guinea,"Kavieng, New Ireland",-2.628083333,150.6916389,2004,3,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54322,Australia,Australia and Papua New Guinea,Papua New Guinea,"Kavieng, New Ireland",-2.628083333,150.6916389,2004,13,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54323,Australia,Australia and Papua New Guinea,Papua New Guinea,"Kavieng, New Ireland",-2.646305556,150.6916389,2004,3,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54324,Australia,Australia and Papua New Guinea,Papua New Guinea,"Kavieng, New Ireland",-2.646305556,150.6916389,2004,12,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54325,Australia,Australia and Papua New Guinea,Papua New Guinea,"Kavieng, New Ireland",-2.640861111,150.7608611,2004,3,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
54326,Australia,Australia and Papua New Guinea,Papua New Guinea,"Kavieng, New Ireland",-2.640861111,150.7608611,2004,15,-1,Unknown,,,,Unknown,,29,Reef Check submitted by Ellie LaTrobe-Bateman,PNG
